link,type_of_food,title,description,author_name,cook_time,num_of_people,calories,num_of_ingredients,ingredients,step,note,post_date
https://vncooking.com/cong-thuc/pate-chay-ot-chuong-451,Món chay,Pate chay ớt chuông,"Món pate ớt chuông được dùng làm món ăn sáng thì quả thực rất tuyệt vời bởi hàm lượng dinh dưỡng cao, cung cấp lượng calo lớn để làm việc cả ngày. Bên cạnh đó, pate ớt chuông còn có hương vị thơm ngon, đắm say lòng người, không gây cảm giác chán.",,45phút,2,,7,"['Ớt chuông đỏ 1 trái', 'Hành tây 2 củ', 'Nấm hương 100 gram', 'Ớt chuông xanh 1 trái', 'Hạnh nhân 5 hạt', 'Bột mì 1 muỗng cafe', 'Tỏi 2 tép']","['Bước 1: Nấm hương rửa sạch, luộc chín mềm rồi dùng khoảng 3-4 muỗng canh nước luộc nấm này để sử dụng cho quá trình làm pate. Ớt chuông rửa sạch, lau khô sau đó đập dập tỏi và cắt đôi hành tây.', 'Bước 2: Đặt vĩ nướng trên bếp ga, cho ớt chuông, tỏi và hành tây lên nướng. Hành tỏi nướng hơi cháy mặt, ớt chuông nướng đen vì lát nữa sẽ lột vỏ ra nên cháy không sao, càng thơm. (Chờ ớt chuông nguội rồi lột vỏ hoặc dùng dao gọt nhẹ thôi là được)', 'Bước 3: Cho tất cả ớt chuông, tỏi, hành tây, hạt hạnh nhân và hạt óc chó cùng với nước luộc nấm hương vào máy xay xay nhuyễn.', 'Bước 4: Làm nóng 1 muỗng canh dầu olive trong nồi nhỏ rồi cho hỗn hợp đã xay nhuyễn cùng với muối và nước mắm chay hoặc nước tương Tamari vào đảo đều tay cho khô bớt hơi nước, đến lúc đạt độ đặc mong muốn là xong. Nếu muốn sốt pate đặc hơn có thể lấy 1 ít sốt ra bát để hơi nguội rồi cho bột mì vào trộn nhanh, cho phần sốt với bột mì này vào lại nồi và đảo đều 1 lúc cho pate đặc hơn thì tắt bếp.']",[],"Thứ năm, 18/8/2022, 12:04 (GMT+7)"
https://vncooking.com/cong-thuc/chao-nam-chay-450,Món chay,Cháo nấm chay,"Nấm chứa nhiều nguyên tố vi lượng và vitamin rất tốt cho tim mạch, hệ bài tiết và chống lão hóa. Nấm là nguyên liệu phổ biến được dùng nhiều trong các món lẩu, món xào. Để thay đổi khẩu vị hàng ngày thì chuyên mục Món Chay sẽ giới thiệu đến các bạn cách nấu cháo nấm cực ngon và đem đến cho cả nhà bạn cảm giác lạ miệng khi thưởng thức ngay nhé!",,75phút,2,,5,"['Gạo 100 gram', 'Cà rốt 2 củ', 'Nước 1 lít', 'Hành lá 2 tép', 'Nấm 200 gram']","['Bước 1: Gạo đem vo sạch sau đó cho gạo vào nồi cùng với 1 lít nước và 1 ít muối. Nấu cháo cho đến khi gạo nở và mềm.', 'Bước 2: Nấm mua loại đã làm sẵn mua ở chợ để tiết kiệm thời gian , đem về ngâm nước muối khoảng 20 phút rồi rửa lại bằng nước sạch. Nếu cẩn thận hơn thì có thể dùng dao nhỏ cào bớt những phần râu ria bên dưới nấm, do còn sót rơm. Xong rồi, cắt những cây nấm lớn làm đôi hoặc tư tùy loại nấm lớn nhỏ mà bạn mua được.', 'Bước 3: Trong khi chờ gạo nở, bạn bắc chảo dầu nóng, cho cà rốt vào xào trước rồi cho tiếp các gia vị còn lại vào xào sơ qua. Tiếp theo nêm 1 ít muối, hạt nêm vào hỗn hợp xào trên. Hành tím bỏ vỏ cắt nhỏ để phi dầu. Hành lá và ngò rửa sạch rồi cắt nhỏ.', 'Bước 4: Khi cháo sôi nhiều dạo, hạt gạo nở mềm, nước cháo dẻo thì cho nấm đã xào vào, đảo đều. Chờ nồi cháo sôi thêm 2, 3 lần nữa thì nêm nếm lại rồi tắt bếp. Cho hành lá và ngò lên, rắc thêm ít tiêu. Dùng nóng ngon hơn nguội.']",[],"Thứ năm, 18/8/2022, 11:34 (GMT+7)"
https://vncooking.com/cong-thuc/sup-bi-do-chay-449,Món chay,Súp bí đỏ chay,"Một món súp dễ làm, thơm ngon và beo béo mùi vị nước cốt dừa hòa lẫn bí đỏ, không những người ăn chay mà kể cả người ăn mặn, em bé, người già đều có thể dùng được. Bạn hãy nạp đầy năng lượng cho buổi sáng bằng một chén súp bí đỏ nóng hổi nào!",,45phút,2,,10,"['Nấm đông cô tươi 60 gram', 'Cần tây 150 gram', 'Muối 0.5 muỗng canh', 'Gừng 1 lát', 'Bí đỏ 1 quả', 'Cà rốt 2 củ', 'Đường 1 muỗng canh', 'Tỏi 3 tép', 'Hành tây 70 gram', 'Nước 500 ml']","['Bước 1: Bí đỏ gọt vỏ và bỏ ruột, cắt khúc, hấp chín trong khoảng 15 phút. Trong thời gian chờ bí đỏ chín, bạn chuẩn bị các nguyên liệu khác. Cần tây, cà rốt, hành tây và nấm đông cô bạn sơ chế và thái hạt lựu. Tỏi bóc vỏ, đập dập rồi băm nhỏ.', 'Bước 2: Cho chút dầu vào nồi hâm nóng, phi thơm tỏi. Bạn cho hành tây vào xào cho chín tới. Tiếp đến là cà rốt, cần tây và nấm đông cô. Bạn xào các nguyên liệu với một chút muối, vừa để món súp không bị nhạt, mà cũng khiến rau củ thêm ngọt.', 'Bước 3: Sau đó, bạn nạo lấy phần thịt bí đỏ, cho vào máy xay sinh tố cùng gừng, nước cốt dừa, muối cho nhuyễn mịn là hoàn thành.', 'Bước 4: Múc súp ra chén, cho topping tùy thích và thưởng thức nhé. Súp bí đỏ chay cũng rất tốt cho trẻ nhờ vào nguồn dinh dưỡng dồi dào từ bí đỏ, thêm vị nước cốt dừa beo béo rất ngon nữa nha. Các mẹ nhanh chóng lưu lại công thức và nấu cho các bé ăn nha.']",[],"Thứ năm, 18/8/2022, 11:22 (GMT+7)"
https://vncooking.com/cong-thuc/rau-cu-chien-gion-448,Món chay,Rau củ chiên giòn,"món rau củ chiên giòn này rất lạ miệng, người lớn và cả trẻ em đều ăn được, đặc biệt là mấy em nhỏ lười ăn rau, hương vị thơm ngon có vị béo của trứng gà, cộng thêm vị béo chua nhẹ đặc trưng của Mayonnaise Lisa",,45phút,2,,12,"['khoai lang 1 củ', 'Bột mì 500 gram', 'Đường trắng 1 muỗng cafe', 'Đậu bắp 100 gr', 'Khoai tây 1 củ', 'Trứng gà 1 quả', 'Muối 1 muỗng cafe', 'Dầu ăn 0 chén', 'Bột chiên giòn 200 gram', 'Củ cải trắng 1 củ', 'Bí đỏ 0.25 quả', 'Bông bí 5 bông']","['Bước 1: Khoai tây và khoai lang rửa sạch, có thể gọt vỏ hoặc không tùy thích, cắt sợi mỏng.', 'Bước 2: Ngâm khoai tây và khoai lang vào âu nước sạch với một chút muối để khoai không bị thâm.', 'Bước 3: Củ cải trắng, cà rốt, đậu bắp, bí đỏ gọt vỏ, rửa sạch, cắt sợi mỏng như khoai tây và khoai lang.', 'Bước 4: Vớt khoai tây và khoai lang ra để ráo. Sau đó trộn tất cả các loại củ chung với nhau trong một thố lớn.', 'Bước 5: Cho bột mì và thêm từ từ nước lạnh (nước để ngăn mát của tủ lạnh) vào để bột không bị loãng quá.', 'Bước 6: Trộn đều bột với các loại rau củ. Có thể thêm đường (tùy theo khẩu vị) nếu thích ăn ngọt. Còn nếu để ăn mặn thì chỉ cần nêm vào 1 muỗng cà phê muối.', 'Bước 7: Đun nóng chảo dầu ăn, gắp hỗn hợp bột rau củ vào chiên vàng đều. Đổ từng phần vào chảo dầu, rán lần lượt cho hết phần bột tẩm rau củ.', 'Bước 8: Rau củ chín thì gắp ra cho ráo dầu. Cuối cùng là bày ra đĩa, chấm kèm với sốt mayonnaise']",[],"Thứ năm, 18/8/2022, 10:50 (GMT+7)"
https://vncooking.com/cong-thuc/nam-kho-tieu-chay-447,Món chay,Nấm kho tiêu chay,"Nấm là loại thực phẩm chứa rất nhiều chất đạm, chất xơ, chất béo và nhiều yếu tố vi lượng có lợi cho sức khỏe khác như sắt, canxi, photpho, vitamin C, B1, B2, PP, D,… Đây còn là loại thực phẩm giúp chữa bệnh béo phì, tiểu đường, xơ vữa động mạch, rối loạn lipid máu và tăng huyết áp. Cách làm món nấm kho tiêu khá đơn giản, không những là món ăn chay mà nó còn khá ngon khi dùng trong những bữa cơm hàng ngày nữa đấy.",,45phút,2,,10,"['Nấm rơm 200 gr', 'Tiêu xanh 3 nhánh', 'Dầu olive 2 muỗng', 'Nước mắm chay 20 ml', 'Nấm đông cô 200 gram', 'Ớt 2 trái', 'Đường trắng 1 muỗng canh', 'Nước tương 20 ml', 'Mì căn 100 gram', 'Hành boa rô 20 gram']","['Bước 1: Cho các loại gia vị để làm nước kho như đường, nước tương, nước mắm chay, hạt nêm chay, hạt tiêu xanh đập dập, ớt băm, hạt tiêu xay vào chén, khuấy đều để tất cả hòa tan vào nhau. Tiêu xanh chỉ cần đập dập không cần phải đập quá nát sẽ dễ gây vỡ hạt. Khi đập dập lúc nấu lên tiêu xanh sẽ làm cho món kho có mùi thơm và cay the, nếu đập nát sẽ dễ làm cho tiêu tiết ra chất chát.', 'Bước 2: Làm nóng chảo với dầu olive, cho đường trắng vào, dùng đũa khuấy đều đến khi đường tan và có màu vàng cánh gián thì cho hành boa rô băm nhuyễn vào phi thơm. Tiếp đó cho hỗn hợp nước kho vào đun sôi.', 'Bước 3: Cho mì căn cắt miếng, nấm rơm, nấm đông cô vào, dùng đũa xới nhẹ nhàng cho nguyên liệu thấm gia vị. Cuối cùng xếp 3 nhánh tiêu xanh và 5 trái ớt đỏ lên mặt cho đẹp mắt.Để lửa nhỏ kho liu riu 15 đến 20 phút để nguyên liệu chín, thấm và nước kho sánh lại thì tắt bếp. Mì căn mua loại được chiên sẵn. Nấm rơm cắt bỏ gốc, nấm đông cô cắt bỏ chân, tỉa hoa cho đẹp mắt. Ngâm 2 loại nấm trong nước muối loãng khoảng 15-20 phút trước khi nấu để khử mùi nấm', 'Bước 4: Nấm kho tiêu chay là món ăn chay dân dã, vị thanh đạm và gần gũi với khẩu vị của nhiều người. Nấm kho được săn lại, nhai giòn sần sật, cay thơm mùi tiêu, cùng mì căn dẻo dai, đậm đà. Hứa hẹn mang đến cho cả nhà một món ăn chay đưa cơm, hấp dẫn. Hãy bỏ túi ngay mẹo kho nấm này để chuẩn bị cho những bữa cơm ngày rằm hoặc đầu tháng nhé!']",[],"Thứ năm, 18/8/2022, 10:04 (GMT+7)"
https://vncooking.com/cong-thuc/nam-xao-ot-chuong-446,Món chay,Nấm xào ớt chuông,"Hương thơm của nấm, ngọt của ớt chuông. Một món xào cực ngon và cực nhanh cho bạn và gia đình có một bữa cơm thật ngon và ấm cúng!",,45phút,2,,11,"['Ớt chuông màu xanh 1 trái', 'Nấm mộc nhĩ khô 50 gram', 'Tỏi băm 1 muỗng cafe', 'Dầu ăn 100 ml', 'Ớt chuông màu xanh 1 trái', 'Ớt sừng 1 trái', 'Hành lá 2 nhánh', 'Nước tương 1 muỗng canh', 'Ớt chuông màu vàng 1 trái', 'Gừng 1 củ', 'Tiêu 0.25 muỗng cafe']","['Bước 1: Ớt chuông rửa sạch, rồi cắt bỏ hạt,cắt thành từng miếng vuông vừa ăn Nấm mèo khô ngâm nước lạnh cho nấm mèo nở to thì vớt ra rửa lại sạch rồi cũng cắt thành từng miếng vuông như ớt chuông. Nấm mộc nhĩ cho vào ngâm với nước nóng 10 phút. Khi thấy nấm mềm thì vớt ra cắt bỏ phần chân nấm, rửa sạch. Thái nấm thành sợi mỏng vừa ăn. Hành boaro rửa sạch, băm nhuyễn. Ớt sừng cắt làm đôi, bỏ hạt rồi thái ớt thành sợi nhỏ vừa ăn. Gừng nạo bỏ vỏ, thái lát mỏng.', 'Bước 2: Cho nước tương + dấm ăn + đường trộn hỗn hợp này lại với nhau rồi cho lên chảo khoảng 5 phút rồi cho ngò gai cắt nhỏ vào cho thơm hơn.', 'Bước 3: Bắt chảo lên bếp, cho dầu vào đun thật nóng rồi thả gừng thái lát vào phi cho thơm. Tiếp đến cho chả lụa chay với nấm mộc nhĩ vào xào cho chín tới thì cho đậu hũ với ớt chuông các loại cùng với thơm thái lát vào xào chung. Nêm nếm gia vị hỗn hợp các nguyên liệu trên cho đậm đà, vừa ăn với 1 muỗng nước mắm chay, ½ muỗng hạt nêm, ½ muỗng bột ngọt. Khi các nguyên liệu chín hẳn thì cho hành boaro và ớt sừng thái sợi vào đảo chung cho món ăn dậy mùi thơm, có màu sắc bắt mắt.']",[],"Thứ năm, 18/8/2022, 09:54 (GMT+7)"
https://vncooking.com/cong-thuc/banh-xeo-chay-445,Món chay,Bánh xèo chay,"Bánh xèo là món ăn truyền thống của người Việt và được biến tấu thành bánh xèo chay với nguyên liệu chính là rau củ vừa thơm ngon, hấp dẫn lại không hề khó làm.",,45phút,4,,7,"['Bột bánh xèo 1 gói', 'Giá đỗ 300 gr', 'Bột nghệ 2 muỗng canh', 'Đậu xanh không vỏ 100 gram', 'Đậu phụ 2 miếng', 'Nước cốt dừa 150 ml', 'Nấm hương 100 gr']","['Bước 1: Đậu xanh ngâm nước mấy tiếng cho nở mềm rồi hấp chín. Nấm linh chi rửa sạch, để ráo. Cà rốt gọt vỏ, bào sợi. Đậu phụ cắt thành miếng mỏng. Giá rửa sạch để ráo nước. Hành lá rửa sạch cắt nhỏ. Các loại rau sống ăn kèm rửa sạch, ngâm nước muối rồi vắt ráo nước. Bắc chảo lên bếp, phi thơm hành boaro rồi cho cà rốt, nấm linh chi, đậu phụ, giá sống vào xào cho chín, nêm thêm hạt nêm chay, nước mắm chay cho vừa ăn rồi tắt bếp.', 'Bước 2: Pha nước chấm bánh xèo theo công thức 3 muỗng canh nước dừa tươi, 2 muỗng canh nước mắm chay, 1 muỗng canh tỏi ớt băm, 1/2 muỗng cà phê đường. Khuấy cho tan đường rồi nêm lại gia vị cho vừa ăn.', 'Bước 3: Bột bánh xèo đem hòa tan với ít nước lọc, cho thêm nước cốt dừa vào cho ngậy rồi khuấy đều cho bột có độ sánh vừa đủ, cuối cùng thêm hành lá vào.', 'Bước 4: Bắc chảo không dính lên bếp, vặn lửa lớn, tráng qua một ít dầu ăn để khi làm bánh không bị dính. Trước khi tráng bánh bạn khuấy lại bột cho đều rồi đợi khi chảo thật nóng, múc 1 vá bột vào tráng đều khắp mặt chảo, bánh độ dày vừa phải không dày quá và cũng không mỏng quá. Rải đều đậu xanh lên bề mặt bánh, cho thêm hỗn hợp nấm giá, đậu phụ đã xào lên trên, đậy nắp thật kín, đun lửa vừa khoảng 2 – 3 phút cho chín. Sau đó mở nắp đun nhỏ lửa thêm 3 phút nữa cho bánh chín giòn rồi gập đôi bánh lại cho ra đĩa.']",[],"Thứ năm, 18/8/2022, 09:47 (GMT+7)"
https://vncooking.com/cong-thuc/dau-hu-chien-gion-sot-me-chay-444,Món chay,Đậu hũ chiên giòn sốt me chay,"Đậu hũ chiên giòn sốt me chay là một trong những món ăn chay thơm ngon, lạ miệng. Sau khi cắn lớp vỏ bên ngoài giòn tan quyện cùng nước sốt đậm đà bạn sẽ bất ngờ với vị chua thanh nhẹ của me kết hợp thật tài tình với vị thơm của sả, vị cay của ớt.",,45phút,2,,7,"['Đậu hũ trắng 2 miếng', 'Dầu mè 5 ml', 'Ớt bột 5 gr', 'Nước tương 1 muỗng canh', 'Muối 0.25 muỗng canh', 'Hành lá 1 nhánh', 'Tỏi băm 1 muỗng cafe']","['Bước 1: Đậu hũ rửa sạch, thái miếng mỏng vừa ăn. Trải đều đậu hũ ra và rắc đều lên 1/4 muỗng cà phê muối, để chừng 5 phút.', 'Bước 2: Dùng khăn thấm cho đậu ráo nước. Làm nóng chảo dầu ăn rồi cho đậu vào chiên vàng đều hai mặt thì vớt ra để ráo dầu.', 'Bước 3: Trong lúc chiên đậu, trong 1 tô nhỏ, cho vào 45ml nước tương nhạt, 5g ớt bột, 1 muỗng cà phê tỏi băm, hành lá cắt nhỏ, 5ml dầu mè và 5g mè rang, khuấy đều.', 'Bước 4: Cho đậu hũ chiên sốt tương ra đĩa, rưới lên nước sốt là có thể thưởng thức.']",[],"Thứ năm, 18/8/2022, 09:30 (GMT+7)"
https://vncooking.com/cong-thuc/ca-tim-nhoi-dau-phu-443,Món chay,Cà tím nhồi đậu phụ,"Cà mềm ngọt, được nhồi bên trong là đậu phụ, thêm nấm giòn giòn cảm giác không thể nào quên được",,45phút,2,,6,"['Cà tím 4 quả', 'Nấm rơm 100 gram', 'Đậu phụ 2 miếng', 'Nấm mèo 3 cái', 'Cà rốt 1 củ', 'Hành lá 1 nhánh']","['Bước 1: Đậu phụ rửa sạch, để ráo, dùng tay sạch hay thìa tán nhuyễn đậu.', 'Bước 2: Cà rốt cạo vỏ, rửa sạch, thái hạt lựu. Nấm rơm cắt bỏ chân nấm, rửa sạch, để ráo, thái hạt lựu. Nấm mèo ngâm nở, rửa sạch, thái sợi. Hành lá rửa sạch, để ráo.', 'Bước 3: Cà tím cắt bỏ phần cuống, dùng thìa múc bỏ bớt hạt và phần ruột bên trong. Ngâm cà vào âu nước muối pha loãng khoảng 10 phút sau đó vớt ra rửa lại cho thật sạch.', 'Bước 4: Trộn đậu phụ, mộc nhĩ, cà rốt, nấm rơm với nhau, thêm vào nửa thìa nhỏ muối, nửa thìa nhỏ đường cát trắng và một ít nước mắm, trộn đều.', 'Bước 5: Dùng thìa múc một ít hỗn hợp đậu phụ ở bước 4 cho vào giữa ruột của cà tím. Đun nóng ba thìa nhỏ dầu ăn, xếp phần cà cho vào chảo, đun lửa nhỏ khoảng 3 phút để phần cà xém vàng hai mặt.', 'Bước 6: Gắp cà ra đĩa để riêng, phi đầu hành thơm, cho vào chảo khoảng một thìa canh dầu hào, một thìa canh xì dầu và một thìa canh đường cát trắng, đun sôi thì đổ vào một ít nước lạnh.', 'Bước 7: Đun hỗn hợp nước sốt khoảng 3 phút thì xếp cà vào chảo, đậy kín nắp, đun lửa nhỏ, khi đun bạn nêm nếm lại tùy theo khẩu vị, đun đến khi phần nước sốt hơi sánh đặc thì tắt bếp, thêm hành lá thái nhỏ vào.']",[],"Thứ ba, 9/8/2022, 17:42 (GMT+7)"
https://vncooking.com/cong-thuc/goi-cuon-ngu-sac-442,Món chay,Gỏi cuốn ngũ sắc,"Làm cho mâm cơm chay thêm bắt mắt với món Gỏi cuốn ngũ sắc thanh đạm, nguồn chất xơ dồi dào cho cơ thể thêm khoẻ mạnh vaf đủ chất. Món gỏi cuốn được kết hợp từ những loại rau củ quen thuộc, mỗi loại rau củ mang một màu sắc và hương vị bổ sung cho nhau, thêm bí quyết làm sốt chấm bơ đậu phộng chay ngon khó cưỡng, khiến món chay không còn đơn điệu mà cực kì lôi cuốn và hấp dẫn.",,30phút,2,,20,"['Bánh tráng 1 bịch', 'Dưa leo 2 quả', 'Ớt sừng 1 trái', 'Nước tương 1 muỗng canh', 'Nấm linh chi nâu 100 gram', 'Hành boa rô 30 gram', 'Bơ đậu phộng 60 gram', 'Tàu hũ ky 100 gram', 'Rau thơm 50 gram', 'Tương đen 60 gram', 'Dầu ăn 2 muỗng canh', 'Cà rốt 1 củ', 'Gừng 0.5 củ', 'Mật ong 2 muỗng canh', 'Bắp cải tím 150 gram', 'Sả 1 nhánh', 'Hạt nêm chay 3 muỗng canh', 'Bún tươi 100 gram', 'Thơm 0.25 quả', 'Đậu phộng 30 gram']","['Bước 1: 100gr tàu hũ ky tươi mua loại bảng lớn được chiên sẵn cho vàng 2 mặt. Cắt tàu hũ ky thành những miếng nhỏ dài. 100gr nấm linh chi nâu cắt bỏ gốc rửa sạch qua nước muối. Bắc chảo lên bếp, cho vào 1 muỗng canh dầu ăn rồi thêm 15gr hành boa rô băm, sả băm và ớt sừng băm rồi phi thơm. Tiếp theo cho tàu hũ ky và nấm linh chi nâu vào chảo. Nêm 1 muỗng canh hạt nêm chay, 1 muỗng canh nước tương và 1/2 muỗng canh đường trắng rồi xào đều tay 3 phút thì gắp ra dĩa để riêng.', 'Bước 2: Bắp cải tím, Thơm, cà rốt, dưa leo cắt thanh dài vừa ăn', 'Bước 3: Chuẩn bị thêm 1 bịt bánh tráng mỏng để cuốn bánh tráng, 100gr bún tươi và 50gr rau thơm cắt nhỏ. Phết lên bún một lớp nước mỏng sau đó xếp lần lượt các nguyên liệu vào rồi cuộn chặt tay.', 'Bước 4: Làm nước sốt bơ đậu phộng cho gỏi cuốn: cho vào chảo 1 muỗng canh dầu ăn sau đó thêm 15gr hành boa rô băm, gừng băm và ớt sừng băm rồi phi thơm. Tiếp theo cho 60gr bơ đậu phộng, 60gr tương đen, 2 muỗng canh mật ong, 2 muỗng canh hạt nêm chay rồi khuấy đều. Đun cho sốt sôi lên thì thêm vào 30gr đậu phộng xay nhuyễn, khuấy lên thấy nước sốt chấm sền sệt thì tắt bếp. Múc sốt ra chén chuẩn bị ăn cùng gỏi cuốn.', 'Bước 5: Dĩa gỏi cuốn ngũ sắc rực rỡ sắc màu rất thích hợp để làm nổi bật mâm cơm chay gia đình bạn, hoặc đơn giản là trở thành một món ăn thú vị cho thực đơn giải ngấy sau những ngày tết. Từng cuốn gỏi thanh mát chấm cùng nước sốt bơ đậu phộng béo thơm, sẽ rất ngon và hài hòa đấy.']",[],"Thứ ba, 9/8/2022, 17:28 (GMT+7)"
https://vncooking.com/cong-thuc/canh-nam-hat-sen-441,Món chay,Canh nấm hạt sen,"Canh nấm hạt sen là món canh thơm ngon hấp dẫn, thanh mát lại bỗ dưỡng thích hợp làm món canh ngon trong gia đình. Trong những ngày tết mọi người thường xuyên ăn những món gây nhiệt và đầy ấp dầu mỡ khiến bạn cảm thấy chán ăn và cơ thể bị nhiệt. Do đó, cách nấu canh nấm hạt sen thanh mát sẽ là lựa chọn giúp đổi vị cho cả gia đình bạn.",,45phút,2,,6,"['Hạt sen tươi 50 gram', 'Tiêu 0.25 muỗng cafe', 'Hạt nêm chay 1 muỗng cafe', 'Nấm linh chi nâu 50 gram', 'Nấm đông cô 50 gram', 'Cà rốt 1 củ']","['Bước 1: Cà rốt tỉa hoa, cắt lát. Nấm các loại sơ chế sạch, để ráo.', 'Bước 2: Đậu hũ non cắt miếng vừa ăn. Ngò rí rửa sạch, cắt nhỏ.', 'Bước 3: Đun sôi 1 lít nước, cho hạt sen và cà rốt vào nấu khoảng 10 phút.', 'Bước 4: Cho các loại nấm vào nấu chín, nêm 1 muỗng cà phê hạt nêm chay, cho đậu hũ vào tắt bếp, rắc thêm tiêu và ngò rí.']",[],"Thứ hai, 8/8/2022, 17:49 (GMT+7)"
https://vncooking.com/cong-thuc/ca-ri-chay-440,Món chay,Cà ri chay,Cà ri chay là một món ăn ngon không thể bỏ qua trong ngày rằm tháng bảy. Một nồi cà ri chay thơm lừng sẽ làm cho bữa ăn gia đình bạn thêm đầm ấm.,,60phút,4,,12,"['khoai lang 500 gram', 'Sả băm 2 tép', 'Khoai môn 300 gram', 'Ớt băm 20 gram', 'Đậu hũ chiên 200 gram', 'Bột cà ri 15 gram', 'Nước cốt dừa 500 ml', 'Đường trắng 60 gram', 'Ớt chuông 2 trái', 'Hạt nêm chay 1 muỗng canh', 'Hành tây 1 củ', 'Dầu ăn 50 ml']","['Bước 1: Cách nấu cà ri chay: Rửa sạch khoai lang vàng và khoai môn cau, gọt vỏ rồi cắt thành những miếng vuông cùng kích thước với đậu hũ bi. Bỏ cuống ớt chuông xanh và đỏ cắt bỏ hạt ớt và những đường gân trắng phía trong, sau đó cắt ớt chuông thành những miếng vuông giống với khoai. Bóc vỏ hành tây, cắt đôi rồi tiếp tục cắt làm bốn.', 'Bước 2: Để làm cà ri chay có độ sánh và màu vàng đẹp tự nhiên thì: Lấy 1/2 số khoai lang đi luộc chín rồi cho vào máy xay nhuyễn mịn (hoặc tán nhuyễn đều được) để nấu cùng cà ri.', 'Bước 3: Bắc chảo dầu nóng, cho khoai lang và khoai môn vào chiên vàng mặt rồi vớt ra, để ráo dầu. Cách nấu cà ri chay không bị nát chính là chiên sơ khoai tây và khoai lang đó.', 'Bước 4: Cách nấu cà ri chay thơm ngon: Xào thơm hành tây với 2 muỗng canh dầu ăn. Đến khi hành tây chuyển trong thì cho sả băm và ớt băm vào tiếp tục phi cho sả ớt dậy mùi. Thêm vào 1 ít nước lọc và bột cà ri, khuấy đều là có được nước sốt cà ri chay.', 'Bước 5: Nấu cà ri chay: cho khoai lang, khoai môn, 500ml nước nóng vào nồi cà ri chay, đun to lửa đến khi nước sôi thì cho khoai lang xay vào, khuấy đều cho khoai lang xay hòa tan với nước cà ri chay. Thêm ớt chuông, đậu hũ bi vào nấu chung khoảng 2 phút cho ớt vừa chín thì đổ nước cốt dừa vào. Nêm nếm nồi cà ri chay với đường và hạt nêm chay tùy khẩu vị rồi tắt bếp.']",[],"Thứ hai, 8/8/2022, 17:37 (GMT+7)"
https://vncooking.com/cong-thuc/salad-bo-ca-chua-439,Món chay,Salad bơ cà chua,"Salad bơ cà chua vừa ngon miệng, vừa dễ làm. Bạn có thể làm salad bơ cà chua trong những ngày bận rộn để đảm bảo đủ dinh dưỡng cho cả nhà nhé.",,15phút,1,,7,"['Trái Bơ 1 trái', 'Cà chua bi 100 gram', 'Ngò rí 30 gram', 'Hành tây 1 củ', 'Ớt chuông 1 trái', 'Dầu olive 2 muỗng canh', 'Chanh 1 quả']","['Bước 1: Cắt đôi cà chua bi. Bơ cắt miếng nhỏ vừa ăn. Ớt chuông và hành tây cắt nhỏ. Cho cà chua, bơ, ớt chuông vào 1 tô to. Vắt nước chanh vào tô, trộn đều.', 'Bước 2: Cắt nhỏ ngò rí, cho vào tô. Cho thêm muối, tiếp tục trộn đều. Trình bày ra chén hoặc đĩa, rắc hành tây nữa là hoàn tất.']",[],"Thứ hai, 8/8/2022, 17:30 (GMT+7)"
https://vncooking.com/cong-thuc/mien-xao-chay-438,Món chay,Miến xào chay,"Món miến xào chay vừa đẹp mắt lại rất ngon, với những nguyên liệu chứa nhiều chất xơ rất tốt cho cơ thể. Món ngon này cũng phù hợp cho những buổi tiệc chay - ngày rằm. Đặc biệt, miến xào chay cũng nằm trong thực đơn dành cho những bạn muốn giảm cân, đảm bảo cảm giác ngon miệng mà lại giữ gìn được vóc dáng.",,30phút,1,,5,"['Miến 100 gram', 'Mộc nhĩ 2 cái', 'Cà rốt 1 củ', 'Nấm hương 4 cái', 'Su hào 1 củ']","['Bước 1: Miến ngâm vào nước lạnh khoảng 10-15p cho mềm nhưng không được để mềm nhũn.', 'Bước 2: Vớt miến ra cắt dài khoảng 10cm, trộn với 1 muỗng cà phê nước tương, 1 muỗng cà phê bột nêm và để cho miến ngấm gia vị. Còn một cách khác để xào miến không bị bết dính và nát: đun sôi nồi nước,thả miến vào trần khoảng 1-2p vớt miến thả luôn vào bát nước lạnh,sau đó vớt miến ra bát, thêm vào 1-2 muỗng canh dầu ăn, đảo đều cho các sợi miến không tơi và không dính vào nhau.', 'Bước 3: Luôn nhớ miến trước khi đem xào phải cắt ngắn tầm 10cm khi xào sợi miến sẽ tơi ra không bị vón vào nhau. Cà rốt, xu hào gọt vỏ bào sợi nhỏ. Mộc nhĩ,nấm hương cắt chân, rửa sạch thái sợi nhỏ. Hành lá rửa sạch cắt khúc. Rau mùi rửa sạch thái nhỏ.', 'Bước 4: Phi thơm hành củ,cho nấm hương vào xào cho thơm,tiếp đến là xu hào, mộc nhĩ,cà rốt, xào các nguyên liệu hơi săn thì đổ miến vào đảo, đảo một lúc miến khô khô thì đổ thêm chút nước, nêm nếm gia vị cho vừa ăn,thỉnh thoảng đổ thêm từng chút nước một cho miến đỡ khô, sợi miến tơi, mềm và săn lại cho nốt chỗ hành hoa thái khúc, thêm chút hạt tiêu, rau mùi đảo đều là xong.']",[],"Thứ hai, 8/8/2022, 17:26 (GMT+7)"
